,image_name,citizen_label,official_label
0,32553_w.jpg,9.0,9.0
1,32_e.jpg,4.0,2.0
2,32028_n.jpg,4.0,8.0
3,1528_w.jpg,5.0,7.0
4,24807_s.jpg,7.0,5.0
5,23321_n.jpg,9.0,9.0
6,37610_e.jpg,0.0,7.0
7,34161_n.jpg,0.0,2.0
8,33275_e.jpg,9.0,2.0
9,33511_e.jpg,9.0,9.0
10,780_s.jpg,9.0,9.0
11,37359_w.jpg,4.0,4.0
12,27208_n.jpg,0.0,0.0
13,24420_w.jpg,9.0,4.0
14,23349_n.jpg,0.0,0.0
15,25517_e.jpg,9.0,9.0
16,1633_e.jpg,9.0,9.0
17,23609_s.jpg,4.0,8.0
18,37801_w.jpg,9.0,9.0
19,35165_n.jpg,0.0,0.0
20,32408_w.jpg,7.0,7.0
21,27360_w.jpg,0.0,1.0
22,34890_s.jpg,1.0,9.0
23,35178_e.jpg,0.0,0.0
24,27464_s.jpg,8.0,8.0
25,937_n.jpg,4.0,9.0
26,319_s.jpg,4.0,8.0
27,178_e.jpg,8.0,9.0
28,34488_s.jpg,2.0,0.0
29,27983_n.jpg,0.0,1.0
30,28739_w.jpg,0.0,0.0
31,23324_s.jpg,9.0,9.0
32,37756_n.jpg,9.0,9.0
33,26874_e.jpg,1.0,2.0
34,28013_n.jpg,4.0,4.0
35,32202_s.jpg,9.0,9.0
36,34590_e.jpg,4.0,8.0
37,22452_e.jpg,4.0,8.0
38,379_e.jpg,4.0,9.0
39,2117_n.jpg,9.0,9.0
40,1586_w.jpg,7.0,7.0
41,30186_s.jpg,4.0,4.0
42,2310_e.jpg,9.0,9.0
43,24487_s.jpg,9.0,9.0
44,344_e.jpg,4.0,7.0
45,1235_s.jpg,4.0,4.0
46,26258_e.jpg,9.0,9.0
47,31085_e.jpg,9.0,9.0
48,28162_w.jpg,8.0,8.0
49,34634_n.jpg,4.0,4.0
50,1538_w.jpg,0.0,1.0
51,31160_s.jpg,4.0,4.0
52,31990_n.jpg,4.0,8.0
53,22512_s.jpg,0.0,1.0
54,22617_n.jpg,7.0,7.0
55,34736_s.jpg,9.0,9.0
56,27165_e.jpg,4.0,9.0
57,772_n.jpg,9.0,9.0
58,33959_n.jpg,0.0,0.0
59,27770_w.jpg,0.0,1.0
60,35327_s.jpg,4.0,9.0
61,1894_w.jpg,9.0,9.0
62,921_n.jpg,4.0,4.0
63,35138_w.jpg,5.0,2.0
64,36032_s.jpg,4.0,4.0
65,2086_e.jpg,1.0,9.0
66,22409_s.jpg,9.0,9.0
67,30769_w.jpg,1.0,8.0
68,28044_e.jpg,4.0,4.0
69,24399_w.jpg,9.0,9.0
70,38122_s.jpg,9.0,9.0
71,23566_w.jpg,0.0,0.0
72,2316_s.jpg,4.0,4.0
73,2308_e.jpg,9.0,9.0
74,35287_s.jpg,0.0,6.0
75,31036_s.jpg,4.0,8.0
76,34373_e.jpg,4.0,6.0
77,24880_w.jpg,9.0,9.0
78,28930_n.jpg,9.0,9.0
79,31792_s.jpg,9.0,9.0
80,2216_n.jpg,9.0,9.0
81,30649_s.jpg,8.0,4.0
82,32952_e.jpg,9.0,9.0
83,22393_n.jpg,4.0,8.0
84,37902_n.jpg,0.0,1.0
85,2092_w.jpg,4.0,8.0
86,31932_e.jpg,8.0,8.0
87,25187_w.jpg,4.0,8.0
88,24491_e.jpg,5.0,2.0
89,1714_n.jpg,9.0,9.0
90,1009_e.jpg,9.0,9.0
91,37146_s.jpg,9.0,9.0
92,37566_w.jpg,4.0,8.0
93,24437_w.jpg,8.0,8.0
94,31797_w.jpg,4.0,9.0
95,31164_n.jpg,0.0,8.0
96,26611_s.jpg,9.0,8.0
97,2202_w.jpg,9.0,9.0
98,29861_n.jpg,0.0,0.0
99,1957_s.jpg,9.0,9.0
100,35043_n.jpg,9.0,9.0
101,31211_w.jpg,9.0,9.0
102,36252_n.jpg,9.0,9.0
103,27961_w.jpg,0.0,0.0
104,31622_n.jpg,4.0,3.0
105,961_w.jpg,4.0,0.0
106,27983_w.jpg,0.0,1.0
107,26912_w.jpg,5.0,9.0
108,30859_e.jpg,8.0,8.0
109,34893_s.jpg,4.0,2.0
110,2091_n.jpg,4.0,9.0
111,971_s.jpg,8.0,8.0
112,23856_w.jpg,9.0,8.0
113,26909_e.jpg,7.0,2.0
114,1953_w.jpg,2.0,5.0
115,23498_e.jpg,0.0,0.0
116,28263_e.jpg,0.0,4.0
117,30491_s.jpg,4.0,9.0
118,939_w.jpg,9.0,9.0
119,23166_s.jpg,0.0,1.0
120,541_n.jpg,9.0,9.0
121,27553_e.jpg,4.0,9.0
122,28315_e.jpg,9.0,8.0
123,29873_s.jpg,4.0,9.0
124,27839_n.jpg,0.0,1.0
125,37099_w.jpg,9.0,9.0
126,35753_s.jpg,5.0,5.0
127,35249_n.jpg,4.0,8.0
128,31517_e.jpg,4.0,8.0
129,31315_e.jpg,4.0,4.0
130,1340_w.jpg,1.0,0.0
131,22377_s.jpg,9.0,9.0
132,2198_s.jpg,9.0,9.0
133,33516_n.jpg,4.0,9.0
134,23159_w.jpg,0.0,0.0
135,28092_n.jpg,8.0,8.0
136,2238_s.jpg,2.0,2.0
137,2039_e.jpg,9.0,9.0
138,36547_n.jpg,1.0,9.0
139,28061_n.jpg,4.0,4.0
140,22452_n.jpg,4.0,9.0
141,732_w.jpg,9.0,9.0
142,2008_w.jpg,9.0,9.0
143,33521_n.jpg,9.0,9.0
144,32188_s.jpg,0.0,1.0
145,26062_n.jpg,4.0,4.0
146,33289_n.jpg,9.0,9.0
147,32064_n.jpg,9.0,9.0
148,27642_s.jpg,4.0,4.0
149,30853_e.jpg,4.0,4.0
150,23446_e.jpg,9.0,9.0
151,34632_n.jpg,4.0,8.0
152,27564_e.jpg,4.0,4.0
153,1783_n.jpg,5.0,9.0
154,28374_n.jpg,4.0,2.0
155,36682_e.jpg,4.0,0.0
156,671_s.jpg,8.0,8.0
157,30853_n.jpg,4.0,4.0
158,33599_w.jpg,9.0,9.0
159,22254_s.jpg,0.0,1.0
160,36541_s.jpg,7.0,7.0
161,1240_n.jpg,4.0,4.0
162,24350_e.jpg,9.0,9.0
163,36465_n.jpg,4.0,9.0
164,26901_n.jpg,5.0,5.0
165,2094_w.jpg,4.0,9.0
166,2130_s.jpg,9.0,9.0
167,604_e.jpg,9.0,9.0
168,32249_s.jpg,0.0,0.0
169,662_n.jpg,9.0,9.0
170,796_e.jpg,9.0,9.0
171,34399_n.jpg,9.0,9.0
172,831_e.jpg,9.0,9.0
173,37236_w.jpg,4.0,9.0
174,25508_e.jpg,4.0,4.0
175,22526_e.jpg,0.0,2.0
176,1370_e.jpg,9.0,9.0
177,1401_s.jpg,8.0,8.0
178,1348_n.jpg,9.0,9.0
179,2310_n.jpg,9.0,9.0
180,27579_n.jpg,4.0,4.0
181,31289_w.jpg,4.0,9.0
182,22749_s.jpg,4.0,9.0
183,32156_s.jpg,4.0,9.0
184,1999_n.jpg,0.0,0.0
185,22542_w.jpg,2.0,9.0
186,719_s.jpg,9.0,9.0
187,2049_s.jpg,9.0,9.0
188,22013_e.jpg,8.0,8.0
189,22513_w.jpg,7.0,7.0
190,32810_w.jpg,9.0,9.0
191,34836_n.jpg,8.0,9.0
192,28099_e.jpg,4.0,4.0
193,22267_s.jpg,4.0,4.0
194,814_s.jpg,9.0,9.0
195,23940_e.jpg,0.0,2.0
196,27828_w.jpg,4.0,4.0
197,27626_w.jpg,8.0,9.0
198,26770_w.jpg,9.0,4.0
199,27990_n.jpg,8.0,8.0
200,1208_w.jpg,4.0,4.0
201,38505_w.jpg,3.0,4.0
202,34126_w.jpg,8.0,8.0
203,2263_e.jpg,0.0,9.0
204,32731_w.jpg,9.0,9.0
205,26458_s.jpg,9.0,9.0
206,25396_w.jpg,0.0,8.0
207,22586_e.jpg,0.0,1.0
208,1241_s.jpg,4.0,1.0
209,30027_s.jpg,0.0,1.0
210,31067_n.jpg,8.0,9.0
211,1751_e.jpg,7.0,7.0
212,35760_s.jpg,4.0,4.0
213,37656_e.jpg,9.0,9.0
214,25444_s.jpg,3.0,4.0
215,22287_e.jpg,4.0,8.0
216,22607_e.jpg,7.0,7.0
217,33683_n.jpg,0.0,0.0
218,14_n.jpg,9.0,9.0
219,32770_n.jpg,9.0,9.0
220,1517_e.jpg,4.0,4.0
221,37218_w.jpg,9.0,9.0
222,33945_e.jpg,9.0,9.0
223,26470_e.jpg,9.0,9.0
224,27038_n.jpg,3.0,4.0
225,1108_n.jpg,4.0,8.0
226,33642_n.jpg,4.0,9.0
227,22550_s.jpg,0.0,2.0
228,943_e.jpg,7.0,7.0
229,30770_n.jpg,9.0,9.0
230,27628_s.jpg,4.0,4.0
231,22520_w.jpg,9.0,9.0
232,28132_s.jpg,8.0,4.0
233,1362_w.jpg,4.0,4.0
234,29812_n.jpg,9.0,9.0
235,27836_s.jpg,0.0,1.0
236,32817_e.jpg,9.0,9.0
237,22425_n.jpg,2.0,9.0
238,1477_w.jpg,0.0,0.0
239,36025_w.jpg,0.0,0.0
240,37225_s.jpg,0.0,1.0
241,1378_n.jpg,9.0,9.0
242,28274_e.jpg,0.0,1.0
243,26838_w.jpg,4.0,4.0
244,532_w.jpg,3.0,4.0
245,563_e.jpg,9.0,9.0
246,36490_e.jpg,0.0,9.0
247,25049_e.jpg,4.0,4.0
248,31212_w.jpg,4.0,4.0
249,567_e.jpg,7.0,7.0
250,24439_e.jpg,5.0,7.0
251,2307_n.jpg,9.0,9.0
252,1974_n.jpg,4.0,8.0
253,22692_w.jpg,7.0,7.0
254,37784_e.jpg,5.0,5.0
255,27830_s.jpg,8.0,8.0
256,22447_e.jpg,9.0,9.0
257,1355_e.jpg,4.0,9.0
258,30695_w.jpg,4.0,9.0
259,37079_e.jpg,9.0,9.0
260,35780_e.jpg,7.0,7.0
261,1240_s.jpg,4.0,8.0
262,1061_s.jpg,2.0,2.0
263,312_s.jpg,3.0,9.0
264,918_s.jpg,4.0,8.0
265,26349_s.jpg,4.0,5.0
266,1748_n.jpg,5.0,9.0
267,35283_e.jpg,8.0,9.0
268,27756_s.jpg,8.0,8.0
269,36456_e.jpg,9.0,9.0
270,30795_s.jpg,3.0,9.0
271,30603_n.jpg,4.0,4.0
272,900_e.jpg,4.0,8.0
273,1678_s.jpg,9.0,9.0
274,435_n.jpg,9.0,9.0
275,28156_s.jpg,9.0,9.0
276,2271_s.jpg,9.0,9.0
277,22536_w.jpg,4.0,9.0
278,30346_e.jpg,9.0,9.0
279,2317_s.jpg,4.0,8.0
280,30028_w.jpg,0.0,0.0
281,37706_e.jpg,8.0,8.0
282,36670_s.jpg,2.0,2.0
283,1313_e.jpg,1.0,1.0
284,31601_w.jpg,9.0,9.0
285,35725_w.jpg,5.0,3.0
286,15_n.jpg,9.0,9.0
287,33490_n.jpg,9.0,9.0
288,23204_s.jpg,4.0,0.0
289,34488_w.jpg,2.0,0.0
290,22544_s.jpg,4.0,9.0
291,38698_e.jpg,4.0,9.0
